succodigo;turno;caja;venta;comprobante;vtaoperacion;clinombre;vtaestado;vtafecha;franja_turno;dia_venta;usulogin;condvtapos;delivery;articulo;descrip;descrip_alex;precio;cant;total;venta1;sucursal;desde;hasta;sucdescrip;desdeturno;hastaturno;desdecomanda;hastacomanda;filtrosobreventa;cliente
Pilar III;21;1;6098;;VF;Consumidor Final;Normal;18/12/2020 18:20;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;2;260;6098;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6099;;VF;Consumidor Final;Normal;18/12/2020 18:21;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6099;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6100;;VF;Consumidor Final;Normal;18/12/2020 18:21;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;3;1350;6100;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6100;;VF;Consumidor Final;Normal;18/12/2020 18:21;3;18;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;6100;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6101;;VF;Consumidor Final;Normal;18/12/2020 18:23;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;3;780;6101;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6102;;VF;Consumidor Final;Normal;18/12/2020 18:24;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6102;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6103;;VF;Consumidor Final;Normal;18/12/2020 18:25;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6103;;VF;Consumidor Final;Normal;18/12/2020 18:25;3;18;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;1;80;6103;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6104;0002-00000479;VF;Consumidor Final;Normal;18/12/2020 18:26;3;18;Admin;TD;No;24;Cremoso Amer. Caja;Cremoso;370;1;370;6104;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6105;;VF;Consumidor Final;Normal;18/12/2020 18:27;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6105;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6106;;VF;Consumidor Final;Normal;18/12/2020 18:28;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;6106;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6107;;VF;Consumidor Final;Normal;18/12/2020 18:29;3;18;Admin;EF;No;36;Crocantino;Mini postres;380;1;380;6107;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6108;;VF;Consumidor Final;Normal;18/12/2020 18:30;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6108;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6109;;VF;Consumidor Final;Normal;18/12/2020 18:31;3;18;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;1;70;6109;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6110;;VF;Consumidor Final;Normal;18/12/2020 18:31;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;6110;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6111;;VF;Consumidor Final;Normal;18/12/2020 18:37;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;2;320;6111;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6112;;VF;Consumidor Final;Normal;18/12/2020 18:38;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6112;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6113;;VF;Consumidor Final;Normal;18/12/2020 18:41;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6113;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6114;;VF;Consumidor Final;Normal;18/12/2020 18:41;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6114;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6115;0002-00000480;VL;Consumidor Final;Normal;18/12/2020 18:46;3;18;Admin;TD;No;1470;Torta Con Oreo;Postres;500;1;500;6115;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6115;0002-00000480;VL;Consumidor Final;Normal;18/12/2020 18:46;3;18;Admin;TD;No;90;Tent. Choc.C/Almen;Tentación;280;3;840;6115;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6115;0002-00000480;VL;Consumidor Final;Normal;18/12/2020 18:46;3;18;Admin;TD;No;36;Crocantino;Mini postres;380;2;760;6115;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6115;0002-00000480;VL;Consumidor Final;Normal;18/12/2020 18:46;3;18;Admin;TD;No;24;Cremoso Amer. Caja;Cremoso;370;1;370;6115;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6116;;VL;Consumidor Final;Normal;18/12/2020 18:46;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6116;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6117;;CL;Consumidor Final;Normal;18/12/2020 18:47;3;18;Admin;OT;No;18;B. Escoces Caja;Bon Bon;0;1;0;6117;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6118;;VF;Consumidor Final;Normal;18/12/2020 18:48;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6118;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6118;;VF;Consumidor Final;Normal;18/12/2020 18:48;3;18;Admin;EF;No;334;Sundae Go Shot;Postres;160;1;160;6118;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6118;;VF;Consumidor Final;Normal;18/12/2020 18:48;3;18;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;1;80;6118;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6119;;VF;Consumidor Final;Normal;18/12/2020 18:49;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6119;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6120;;VF;Consumidor Final;Normal;18/12/2020 18:49;3;18;Admin;EF;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;6120;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6121;0002-00000481;VF;Consumidor Final;Normal;18/12/2020 18:50;3;18;Admin;EF;No;325;Tacita 1 Bocha;Postres;80;4;320;6121;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6121;0002-00000481;VF;Consumidor Final;Normal;18/12/2020 18:50;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6121;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6122;;VL;Consumidor Final;Normal;18/12/2020 18:57;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6122;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6122;;VL;Consumidor Final;Normal;18/12/2020 18:57;3;18;Admin;EF;No;6650;Vaso Trolls 2 Boch;Postres;160;1;160;6122;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6123;;VF;Consumidor Final;Normal;18/12/2020 18:58;3;18;Admin;EF;No;199;Tent. D.De Leche;Tentación;280;2;560;6123;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6124;0002-00000482;VL;Consumidor Final;Normal;18/12/2020 18:59;3;18;Admin;EF;No;90;Tent. Choc.C/Almen;Tentación;280;1;280;6124;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6124;0002-00000482;VL;Consumidor Final;Normal;18/12/2020 18:59;3;18;Admin;EF;No;412;Semifrío Crem Choc;Comidas rápidas;500;1;500;6124;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6125;;VF;Consumidor Final;Normal;18/12/2020 18:59;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6125;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6125;;VF;Consumidor Final;Normal;18/12/2020 18:59;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6125;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6126;0002-00000483;VF;Consumidor Final;Normal;18/12/2020 19:00;3;18;Admin;TD;No;3624;Cucuruchon Familia;Mini postres;80;1;80;6126;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6126;0002-00000483;VF;Consumidor Final;Normal;18/12/2020 19:00;3;18;Admin;TD;No;50;1 Kilo;Helado por kilo;450;1;450;6126;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6127;;VF;Consumidor Final;Normal;18/12/2020 19:03;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;1;160;6127;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6128;0002-00000484;VF;Consumidor Final;Normal;18/12/2020 19:06;3;18;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;6128;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6128;0002-00000484;VF;Consumidor Final;Normal;18/12/2020 19:06;3;18;Admin;EF;No;16;B. Crocante Caja;Bon Bon;350;1;350;6128;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6128;0002-00000484;VF;Consumidor Final;Normal;18/12/2020 19:06;3;18;Admin;EF;No;1470;Torta Con Oreo;Postres;500;1;500;6128;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6128;0002-00000484;VF;Consumidor Final;Normal;18/12/2020 19:06;3;18;Admin;EF;No;456;Ten Cad Yog Fruti;Mini postres;330;2;660;6128;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6128;0002-00000484;VF;Consumidor Final;Normal;18/12/2020 19:06;3;18;Admin;EF;No;200;Tent. Chocolate;Tentación;280;1;280;6128;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6128;0002-00000484;VF;Consumidor Final;Normal;18/12/2020 19:06;3;18;Admin;EF;No;226;Pizza Mozzarella;Comidas rápidas;230;2;460;6128;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6129;0002-00000485;VF;Consumidor Final;Normal;18/12/2020 19:07;3;18;Admin;EF;No;336;Sundae Go Oreo;Postres;160;1;160;6129;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6129;0002-00000485;VF;Consumidor Final;Normal;18/12/2020 19:07;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6129;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6130;;VF;Consumidor Final;Normal;18/12/2020 19:08;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6130;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6131;;VF;Consumidor Final;Normal;18/12/2020 19:08;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6131;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6132;;VF;Consumidor Final;Normal;18/12/2020 19:10;3;18;Admin;EF;No;75;Familiar Nro 3;Familiar;550;1;550;6132;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6133;;VF;Consumidor Final;Normal;18/12/2020 19:11;3;18;Admin;EF;No;19;B. Escoces x 1;Bon Bon;70;1;70;6133;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6133;;VF;Consumidor Final;Normal;18/12/2020 19:11;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;1;40;6133;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6134;;VF;Consumidor Final;Normal;18/12/2020 19:13;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;3;330;6134;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6135;;VF;Consumidor Final;Normal;18/12/2020 19:13;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6135;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6136;;VL;Consumidor Final;Normal;18/12/2020 19:14;3;18;Admin;EF;No;74;Familiar Nro 2;Familiar;550;1;550;6136;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6136;;VL;Consumidor Final;Normal;18/12/2020 19:14;3;18;Admin;EF;No;198;Tent. Cr.Americana;Tentación;280;2;560;6136;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6137;;VF;Consumidor Final;Normal;18/12/2020 19:16;3;18;Admin;EF;No;1468;Torta Grido Rellen;Postres;500;2;1000;6137;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6138;;VF;Consumidor Final;Normal;18/12/2020 19:17;3;18;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;6138;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6139;;VF;Consumidor Final;Normal;18/12/2020 19:18;3;18;Admin;EF;No;3501;Cups Conito x 5 Un;Cups;40;1;40;6139;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6139;;VF;Consumidor Final;Normal;18/12/2020 19:18;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;6139;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6140;;VF;Consumidor Final;Normal;18/12/2020 19:18;3;18;Admin;EF;No;52;1/4  Kilo;Helado por kilo;160;3;480;6140;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6141;;VF;Consumidor Final;Normal;18/12/2020 19:20;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6141;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6142;0002-00000486;VF;Consumidor Final;Normal;18/12/2020 19:22;3;18;Admin;TD;No;1470;Torta Con Oreo;Postres;500;1;500;6142;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6143;0002-00000487;VF;Consumidor Final;Normal;18/12/2020 19:22;3;18;Admin;EF;No;5;Cuc. Grido 2b;Mini postres;120;2;240;6143;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6144;0002-00000488;VF;Consumidor Final;Normal;18/12/2020 19:24;3;18;Admin;TD;No;5;Cuc. Grido 2b;Mini postres;120;3;360;6144;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6145;;VF;Consumidor Final;Normal;18/12/2020 19:29;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;2;260;6145;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6146;;VF;Consumidor Final;Normal;18/12/2020 19:31;3;18;Admin;EF;No;378;Cups Funny;Cups;50;2;100;6146;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6147;;VF;Consumidor Final;Normal;18/12/2020 19:32;3;18;Admin;EF;No;5;Cuc. Grido 2b;Mini postres;120;2;240;6147;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6148;;VF;Consumidor Final;Normal;18/12/2020 19:33;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;2;220;6148;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6149;;VF;Consumidor Final;Normal;18/12/2020 19:33;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6149;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6150;;VF;Consumidor Final;Normal;18/12/2020 19:35;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;6150;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6151;0002-00000489;VF;Consumidor Final;Normal;18/12/2020 19:36;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;6151;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6151;0002-00000489;VF;Consumidor Final;Normal;18/12/2020 19:36;3;18;Admin;EF;No;6;Cuc. Grido 3b;Mini postres;140;1;140;6151;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6152;;VF;Consumidor Final;Normal;18/12/2020 19:36;3;18;Admin;EF;No;74;Familiar Nro 2;Familiar;550;1;550;6152;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6153;0002-00000490;VL;Consumidor Final;Normal;18/12/2020 19:38;3;18;Admin;TD;No;12;Grido Batido;Mini postres;130;2;260;6153;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6153;0002-00000490;VL;Consumidor Final;Normal;18/12/2020 19:38;3;18;Admin;TD;No;3;Gigante 2b;Mini postres;110;1;110;6153;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6154;;VF;Consumidor Final;Normal;18/12/2020 19:39;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6154;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6154;;VF;Consumidor Final;Normal;18/12/2020 19:39;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;1;130;6154;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6155;;VF;Consumidor Final;Normal;18/12/2020 19:42;3;18;Admin;EF;No;186;Baño de Chocolate;Mini postres;10;1;10;6155;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6155;;VF;Consumidor Final;Normal;18/12/2020 19:42;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;3;330;6155;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6155;;VF;Consumidor Final;Normal;18/12/2020 19:42;3;18;Admin;EF;No;2;Super Gridito;Postres;80;1;80;6155;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6156;0002-00000491;VF;Consumidor Final;Normal;18/12/2020 19:46;3;18;Admin;EF;No;90;Tent. Choc.C/Almen;Tentación;280;2;560;6156;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6156;0002-00000491;VF;Consumidor Final;Normal;18/12/2020 19:46;3;18;Admin;EF;No;456;Ten Cad Yog Fruti;Mini postres;330;1;330;6156;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6157;0002-00000492;VF;Consumidor Final;Normal;18/12/2020 19:48;3;18;Admin;TD;No;3;Gigante 2b;Mini postres;110;3;330;6157;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6158;0002-00000493;VF;Consumidor Final;Normal;18/12/2020 19:49;3;18;Admin;TD;No;16;B. Crocante Caja;Bon Bon;350;2;700;6158;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6158;0002-00000493;VF;Consumidor Final;Normal;18/12/2020 19:49;3;18;Admin;TD;No;293;B Vainilla Sp Caja;Bon Bon;350;1;350;6158;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6159;0002-00000494;VF;Consumidor Final;Normal;18/12/2020 19:49;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;3;330;6159;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6159;0002-00000494;VF;Consumidor Final;Normal;18/12/2020 19:49;3;18;Admin;EF;No;51;1/2  Kilo;Helado por kilo;260;1;260;6159;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6159;0002-00000494;VF;Consumidor Final;Normal;18/12/2020 19:49;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;1;80;6159;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6160;;VF;Consumidor Final;Normal;18/12/2020 19:53;3;18;Admin;EF;No;334;Sundae Go Shot;Postres;160;2;320;6160;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6161;;VF;Consumidor Final;Normal;18/12/2020 19:55;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;3;390;6161;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6162;0002-00000495;VF;Consumidor Final;Normal;18/12/2020 19:57;3;18;Admin;TD;No;12;Grido Batido;Mini postres;130;2;260;6162;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6163;;VF;Consumidor Final;Normal;18/12/2020 19:58;3;18;Admin;EF;No;6650;Vaso Trolls 2 Boch;Postres;160;3;480;6163;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6164;0002-00000496;VF;Consumidor Final;Normal;18/12/2020 20:03;3;18;Admin;TD;No;20;B. Suizo Caja;Bon Bon;400;1;400;6164;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6164;0002-00000496;VF;Consumidor Final;Normal;18/12/2020 20:03;3;18;Admin;TD;No;36;Crocantino;Mini postres;380;1;380;6164;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6165;;VF;Consumidor Final;Normal;18/12/2020 20:03;3;18;Admin;EF;No;25;Cremoso Amer. x 1;Cremoso;40;1;40;6165;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6166;;VF;Consumidor Final;Normal;18/12/2020 20:04;3;18;Admin;EF;No;18;B. Escoces Caja;Bon Bon;450;1;450;6166;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6167;;VF;Consumidor Final;Normal;18/12/2020 20:05;3;18;Admin;EF;No;36;Crocantino;Mini postres;380;1;380;6167;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6168;0002-00000497;VF;Consumidor Final;Normal;18/12/2020 20:06;3;18;Admin;EF;No;20;B. Suizo Caja;Bon Bon;400;1;400;6168;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6168;0002-00000497;VF;Consumidor Final;Normal;18/12/2020 20:06;3;18;Admin;EF;No;24;Cremoso Amer. Caja;Cremoso;370;1;370;6168;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6168;0002-00000497;VF;Consumidor Final;Normal;18/12/2020 20:06;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6168;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6169;;VF;Consumidor Final;Normal;18/12/2020 20:06;3;18;Admin;EF;No;1;Mini Gigante 1b;Mini postres;80;1;80;6169;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6169;;VF;Consumidor Final;Normal;18/12/2020 20:06;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6169;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6170;;VF;Consumidor Final;Normal;18/12/2020 20:07;3;18;Admin;EF;No;3;Gigante 2b;Mini postres;110;1;110;6170;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6171;;VF;Consumidor Final;Normal;18/12/2020 20:08;3;18;Admin;EF;No;12;Grido Batido;Mini postres;130;1;130;6171;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6172;;VF;Consumidor Final;Normal;18/12/2020 20:08;3;18;Admin;EF;No;334;Sundae Go Shot;Postres;160;1;160;6172;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6173;;VF;Consumidor Final;Normal;18/12/2020 20:12;3;18;Admin;EF;No;73;Familiar Nro 1;Familiar;550;1;550;6173;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6173;;VF;Consumidor Final;Normal;18/12/2020 20:12;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;6173;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6173;;VF;Consumidor Final;Normal;18/12/2020 20:12;3;18;Admin;EF;No;199;Tent. D.De Leche;Tentación;280;2;560;6173;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6174;0002-00000498;VF;Consumidor Final;Normal;18/12/2020 20:13;3;18;Admin;EF;No;199;Tent. D.De Leche;Tentación;280;1;280;6174;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6174;0002-00000498;VF;Consumidor Final;Normal;18/12/2020 20:13;3;18;Admin;EF;No;50;1 Kilo;Helado por kilo;450;1;450;6174;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6175;0002-00000499;VL;Consumidor Final;Normal;18/12/2020 20:18;3;18;Admin;TD;No;12;Grido Batido;Mini postres;130;3;390;6175;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6176;0002-00000500;VF;Consumidor Final;Normal;18/12/2020 20:24;3;18;Admin;TD;No;198;Tent. Cr.Americana;Tentación;280;2;560;6176;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
Pilar III;21;1;6177;;VF;Consumidor Final;Normal;18/12/2020 20:26;3;18;Admin;EF;No;4;Gigante 3b;Mini postres;130;2;260;6177;1;3/12/2020 00:00;31/12/2020 23:55;TODAS;;;;;;1
